nohup: ignoring input
WARNING:tensorflow:From /data3T/zml/experiment/lw-eg-recurren-bilater-distill/monodepth_model.py:240: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
/data3T/users/zml/.conda/envs/leftmono/lib/python2.7/site-packages/tensorflow/python/ops/gradients_impl.py:97: UserWarning: Converting sparse IndexedSlices to a dense Tensor of unknown shape. This may consume a large amount of memory.
  "Converting sparse IndexedSlices to a dense Tensor of unknown shape. "
2020-04-10 14:27:30.921640: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2020-04-10 14:27:31.374804: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.683
pciBusID: 0000:05:00.0
totalMemory: 10.92GiB freeMemory: 10.77GiB
2020-04-10 14:27:31.374843: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:05:00.0, compute capability: 6.1)
total number of samples: 29000
total number of steps: 50750
============================
2
number of trainable parameters: 23747176
batch    100 | examples/s: 9.65 | loss: 1.64691 | time elapsed: 0.02h | time left: 10.39h
batch   9900 | examples/s: 9.47 | loss: 0.76066 | time elapsed: 1.17h | time left: 4.85h
batch  10000 | examples/s: 9.53 | loss: 0.85072 | time elapsed: 1.19h | time left: 4.83h
batch  10100 | examples/s: 9.51 | loss: 0.76332 | time elapsed: 1.20h | time left: 4.82h
batch  10200 | examples/s: 9.52 | loss: 0.98752 | time elapsed: 1.21h | time left: 4.81h
batch  10300 | examples/s: 9.44 | loss: 1.24795 | time elapsed: 1.22h | time left: 4.80h
batch  10400 | examples/s: 9.73 | loss: 0.83478 | time elapsed: 1.23h | time left: 4.79h
batch  10500 | examples/s: 9.50 | loss: 1.14488 | time elapsed: 1.25h | time left: 4.78h
batch  10600 | examples/s: 9.35 | loss: 1.04773 | time elapsed: 1.26h | time left: 4.76h
batch  10700 | examples/s: 9.52 | loss: 0.95647 | time elapsed: 1.27h | time left: 4.75h
batch  10800 | examples/s: 9.48 | loss: 1.18602 | time elapsed: 1.28h | time left: 4.74h
batch  10900 | examples/s: 9.36 | loss: 1.11937 | time elapsed: 1.29h | time left: 4.73h
batch  11000 | examples/s: 9.82 | loss: 1.43183 | time elapsed: 1.30h | time left: 4.71h
batch  11100 | examples/s: 9.49 | loss: 1.29434 | time elapsed: 1.32h | time left: 4.70h
batch  11200 | examples/s: 9.42 | loss: 1.20639 | time elapsed: 1.33h | time left: 4.69h
batch  11300 | examples/s: 9.73 | loss: 1.31485 | time elapsed: 1.34h | time left: 4.68h
batch  11400 | examples/s: 9.44 | loss: 0.89081 | time elapsed: 1.35h | time left: 4.67h
batch  11500 | examples/s: 9.54 | loss: 1.60078 | time elapsed: 1.36h | time left: 4.65h
batch  11600 | examples/s: 9.22 | loss: 1.25063 | time elapsed: 1.38h | time left: 4.64h
batch  11700 | examples/s: 9.41 | loss: 1.57434 | time elapsed: 1.39h | time left: 4.63h
batch  11800 | examples/s: 9.46 | loss: 1.37781 | time elapsed: 1.40h | time left: 4.62h
batch  11900 | examples/s: 9.65 | loss: 1.36799 | time elapsed: 1.41h | time left: 4.60h
batch  12000 | examples/s: 9.66 | loss: 1.12677 | time elapsed: 1.42h | time left: 4.59h
batch  12100 | examples/s: 9.42 | loss: 1.36230 | time elapsed: 1.43h | time left: 4.58h
batch  12200 | examples/s: 9.72 | loss: 1.14255 | time elapsed: 1.45h | time left: 4.57h
batch  12300 | examples/s: 9.52 | loss: 0.84295 | time elapsed: 1.46h | time left: 4.56h
batch  12400 | examples/s: 9.49 | loss: 0.94785 | time elapsed: 1.47h | time left: 4.54h
batch  12500 | examples/s: 9.38 | loss: 1.01018 | time elapsed: 1.48h | time left: 4.53h
batch  12600 | examples/s: 9.17 | loss: 1.69937 | time elapsed: 1.49h | time left: 4.52h
batch  12700 | examples/s: 9.47 | loss: 1.00004 | time elapsed: 1.50h | time left: 4.51h
batch  12800 | examples/s: 9.24 | loss: 0.99319 | time elapsed: 1.52h | time left: 4.50h
batch  12900 | examples/s: 9.40 | loss: 1.52533 | time elapsed: 1.53h | time left: 4.48h
batch  13000 | examples/s: 9.65 | loss: 1.32427 | time elapsed: 1.54h | time left: 4.47h
batch  13100 | examples/s: 9.65 | loss: 1.05390 | time elapsed: 1.55h | time left: 4.46h
batch  13200 | examples/s: 9.65 | loss: 1.23575 | time elapsed: 1.56h | time left: 4.45h
batch  13300 | examples/s: 9.54 | loss: 1.00613 | time elapsed: 1.58h | time left: 4.44h
batch  13400 | examples/s: 9.45 | loss: 0.84925 | time elapsed: 1.59h | time left: 4.42h
batch  13500 | examples/s: 9.41 | loss: 0.97597 | time elapsed: 1.60h | time left: 4.41h
batch  13600 | examples/s: 9.57 | loss: 1.24652 | time elapsed: 1.61h | time left: 4.40h
batch  13700 | examples/s: 9.54 | loss: 1.12453 | time elapsed: 1.62h | time left: 4.39h
batch  13800 | examples/s: 9.38 | loss: 1.20899 | time elapsed: 1.63h | time left: 4.37h
batch  13900 | examples/s: 9.51 | loss: 1.15970 | time elapsed: 1.65h | time left: 4.36h
batch  14000 | examples/s: 9.48 | loss: 1.20387 | time elapsed: 1.66h | time left: 4.35h
batch  14100 | examples/s: 9.49 | loss: 1.61928 | time elapsed: 1.67h | time left: 4.34h
batch  14200 | examples/s: 9.36 | loss: 0.97958 | time elapsed: 1.68h | time left: 4.33h
batch  14300 | examples/s: 9.31 | loss: 1.19408 | time elapsed: 1.69h | time left: 4.31h
batch  14400 | examples/s: 9.47 | loss: 0.88493 | time elapsed: 1.70h | time left: 4.30h
batch  14500 | examples/s: 9.37 | loss: 1.33043 | time elapsed: 1.72h | time left: 4.29h
batch  14600 | examples/s: 9.49 | loss: 1.10558 | time elapsed: 1.73h | time left: 4.28h
batch  14700 | examples/s: 9.32 | loss: 1.09523 | time elapsed: 1.74h | time left: 4.27h
batch  14800 | examples/s: 9.44 | loss: 1.69693 | time elapsed: 1.75h | time left: 4.25h
batch  14900 | examples/s: 9.60 | loss: 1.27228 | time elapsed: 1.76h | time left: 4.24h
batch  15000 | examples/s: 9.45 | loss: 1.21113 | time elapsed: 1.77h | time left: 4.23h
batch  15100 | examples/s: 9.45 | loss: 1.55996 | time elapsed: 1.79h | time left: 4.22h
batch  15200 | examples/s: 9.34 | loss: 0.84280 | time elapsed: 1.80h | time left: 4.21h
batch  15300 | examples/s: 9.48 | loss: 1.07021 | time elapsed: 1.81h | time left: 4.20h
batch  15400 | examples/s: 9.59 | loss: 1.51501 | time elapsed: 1.82h | time left: 4.18h
batch  15500 | examples/s: 9.55 | loss: 1.04908 | time elapsed: 1.83h | time left: 4.17h
batch  15600 | examples/s: 9.58 | loss: 1.19334 | time elapsed: 1.85h | time left: 4.16h
batch  15700 | examples/s: 9.55 | loss: 0.99804 | time elapsed: 1.86h | time left: 4.15h
batch  15800 | examples/s: 9.37 | loss: 1.56104 | time elapsed: 1.87h | time left: 4.14h
batch  15900 | examples/s: 9.60 | loss: 1.28791 | time elapsed: 1.88h | time left: 4.12h
batch  16000 | examples/s: 9.54 | loss: 0.88374 | time elapsed: 1.89h | time left: 4.11h
batch  16100 | examples/s: 9.62 | loss: 1.48146 | time elapsed: 1.90h | time left: 4.10h
batch  16200 | examples/s: 9.46 | loss: 1.14224 | time elapsed: 1.92h | time left: 4.09h
batch  16300 | examples/s: 9.58 | loss: 1.03581 | time elapsed: 1.93h | time left: 4.08h
batch  16400 | examples/s: 9.51 | loss: 1.38485 | time elapsed: 1.94h | time left: 4.06h
batch  16500 | examples/s: 9.33 | loss: 1.19986 | time elapsed: 1.95h | time left: 4.05h
batch  16600 | examples/s: 9.41 | loss: 1.08243 | time elapsed: 1.96h | time left: 4.04h
batch  16700 | examples/s: 9.28 | loss: 0.80845 | time elapsed: 1.98h | time left: 4.03h
batch  16800 | examples/s: 9.25 | loss: 1.20480 | time elapsed: 1.99h | time left: 4.02h
batch  16900 | examples/s: 9.46 | loss: 1.21066 | time elapsed: 2.00h | time left: 4.00h
batch  17000 | examples/s: 9.44 | loss: 1.11236 | time elapsed: 2.01h | time left: 3.99h
batch  17100 | examples/s: 9.36 | loss: 0.98600 | time elapsed: 2.02h | time left: 3.98h
batch  17200 | examples/s: 9.58 | loss: 1.03422 | time elapsed: 2.03h | time left: 3.97h
batch  17300 | examples/s: 9.59 | loss: 1.23509 | time elapsed: 2.05h | time left: 3.96h
batch  17400 | examples/s: 9.49 | loss: 1.81700 | time elapsed: 2.06h | time left: 3.94h
batch  17500 | examples/s: 9.66 | loss: 1.25656 | time elapsed: 2.07h | time left: 3.93h
batch  17600 | examples/s: 9.53 | loss: 0.90337 | time elapsed: 2.08h | time left: 3.92h
batch  17700 | examples/s: 9.37 | loss: 1.43918 | time elapsed: 2.09h | time left: 3.91h
batch  17800 | examples/s: 9.62 | loss: 1.34259 | time elapsed: 2.11h | time left: 3.90h
batch  17900 | examples/s: 9.40 | loss: 0.95594 | time elapsed: 2.12h | time left: 3.88h
batch  18000 | examples/s: 9.41 | loss: 1.21140 | time elapsed: 2.13h | time left: 3.87h
batch  18100 | examples/s: 9.32 | loss: 1.30806 | time elapsed: 2.14h | time left: 3.86h
batch  18200 | examples/s: 9.73 | loss: 0.91398 | time elapsed: 2.15h | time left: 3.85h
batch  18300 | examples/s: 9.53 | loss: 1.42822 | time elapsed: 2.16h | time left: 3.84h
batch  18400 | examples/s: 9.55 | loss: 0.91871 | time elapsed: 2.18h | time left: 3.83h
batch  18500 | examples/s: 9.46 | loss: 1.33473 | time elapsed: 2.19h | time left: 3.81h
batch  18600 | examples/s: 9.38 | loss: 2.13529 | time elapsed: 2.20h | time left: 3.80h
batch  18700 | examples/s: 9.46 | loss: 1.69122 | time elapsed: 2.21h | time left: 3.79h
batch  18800 | examples/s: 9.57 | loss: 1.04168 | time elapsed: 2.22h | time left: 3.78h
batch  18900 | examples/s: 9.44 | loss: 1.10989 | time elapsed: 2.23h | time left: 3.77h
batch  19000 | examples/s: 9.52 | loss: 0.97787 | time elapsed: 2.25h | time left: 3.75h
batch  19100 | examples/s: 9.62 | loss: 0.88857 | time elapsed: 2.26h | time left: 3.74h
batch  19200 | examples/s: 9.56 | loss: 1.10625 | time elapsed: 2.27h | time left: 3.73h
batch  19300 | examples/s: 9.41 | loss: 1.06849 | time elapsed: 2.28h | time left: 3.72h
batch  19400 | examples/s: 9.71 | loss: 1.18154 | time elapsed: 2.29h | time left: 3.71h
batch  19500 | examples/s: 9.38 | loss: 1.14042 | time elapsed: 2.31h | time left: 3.69h
batch  19600 | examples/s: 9.67 | loss: 1.89516 | time elapsed: 2.32h | time left: 3.68h
batch  19700 | examples/s: 9.76 | loss: 1.00971 | time elapsed: 2.33h | time left: 3.67h
batch  19800 | examples/s: 9.55 | loss: 1.33977 | time elapsed: 2.34h | time left: 3.66h
batch  19900 | examples/s: 9.67 | loss: 1.63796 | time elapsed: 2.35h | time left: 3.65h
batch  20000 | examples/s: 9.44 | loss: 0.79322 | time elapsed: 2.36h | time left: 3.64h
batch  20100 | examples/s: 9.43 | loss: 1.37143 | time elapsed: 2.38h | time left: 3.62h
batch  20200 | examples/s: 9.46 | loss: 1.09145 | time elapsed: 2.39h | time left: 3.61h
batch  20300 | examples/s: 9.56 | loss: 1.40878 | time elapsed: 2.40h | time left: 3.60h
batch  20400 | examples/s: 9.58 | loss: 1.06750 | time elapsed: 2.41h | time left: 3.59h
batch  20500 | examples/s: 9.41 | loss: 1.03364 | time elapsed: 2.42h | time left: 3.58h
batch  20600 | examples/s: 9.60 | loss: 0.99480 | time elapsed: 2.44h | time left: 3.56h
batch  20700 | examples/s: 9.50 | loss: 1.08865 | time elapsed: 2.45h | time left: 3.55h
batch  20800 | examples/s: 9.60 | loss: 0.93307 | time elapsed: 2.46h | time left: 3.54h
batch  20900 | examples/s: 9.29 | loss: 0.72461 | time elapsed: 2.47h | time left: 3.53h
batch  21000 | examples/s: 9.55 | loss: 1.34041 | time elapsed: 2.48h | time left: 3.52h
batch  21100 | examples/s: 9.42 | loss: 0.79627 | time elapsed: 2.49h | time left: 3.51h
batch  21200 | examples/s: 9.65 | loss: 1.38577 | time elapsed: 2.51h | time left: 3.49h
batch  21300 | examples/s: 9.46 | loss: 1.32690 | time elapsed: 2.52h | time left: 3.48h
batch  21400 | examples/s: 9.44 | loss: 0.76286 | time elapsed: 2.53h | time left: 3.47h
batch  21500 | examples/s: 9.57 | loss: 1.19391 | time elapsed: 2.54h | time left: 3.46h
batch  21600 | examples/s: 9.61 | loss: 0.91221 | time elapsed: 2.55h | time left: 3.45h
batch  21700 | examples/s: 9.53 | loss: 1.15452 | time elapsed: 2.56h | time left: 3.43h
batch  21800 | examples/s: 9.58 | loss: 1.23182 | time elapsed: 2.58h | time left: 3.42h
batch  21900 | examples/s: 9.79 | loss: 1.24010 | time elapsed: 2.59h | time left: 3.41h
batch  22000 | examples/s: 9.47 | loss: 0.98696 | time elapsed: 2.60h | time left: 3.40h
batch  22100 | examples/s: 9.55 | loss: 1.11871 | time elapsed: 2.61h | time left: 3.39h
batch  22200 | examples/s: 9.80 | loss: 1.35629 | time elapsed: 2.62h | time left: 3.37h
batch  22300 | examples/s: 9.55 | loss: 1.04633 | time elapsed: 2.64h | time left: 3.36h
batch  22400 | examples/s: 9.61 | loss: 1.12795 | time elapsed: 2.65h | time left: 3.35h
batch  22500 | examples/s: 9.55 | loss: 1.82649 | time elapsed: 2.66h | time left: 3.34h
batch  22600 | examples/s: 9.52 | loss: 1.28843 | time elapsed: 2.67h | time left: 3.33h
batch  22700 | examples/s: 9.48 | loss: 0.99266 | time elapsed: 2.68h | time left: 3.31h
batch  22800 | examples/s: 9.41 | loss: 0.82848 | time elapsed: 2.69h | time left: 3.30h
batch  22900 | examples/s: 9.50 | loss: 0.97299 | time elapsed: 2.71h | time left: 3.29h
batch  23000 | examples/s: 9.61 | loss: 1.16450 | time elapsed: 2.72h | time left: 3.28h
batch  23100 | examples/s: 9.53 | loss: 1.23398 | time elapsed: 2.73h | time left: 3.27h
batch  23200 | examples/s: 9.64 | loss: 1.04681 | time elapsed: 2.74h | time left: 3.26h
batch  23300 | examples/s: 9.68 | loss: 1.26668 | time elapsed: 2.75h | time left: 3.24h
batch  23400 | examples/s: 9.52 | loss: 1.05977 | time elapsed: 2.76h | time left: 3.23h
batch  23500 | examples/s: 9.41 | loss: 1.13751 | time elapsed: 2.78h | time left: 3.22h
batch  23600 | examples/s: 9.51 | loss: 0.98293 | time elapsed: 2.79h | time left: 3.21h
batch  23700 | examples/s: 9.53 | loss: 1.38868 | time elapsed: 2.80h | time left: 3.20h
batch  23800 | examples/s: 9.34 | loss: 1.25362 | time elapsed: 2.81h | time left: 3.18h
batch  23900 | examples/s: 9.32 | loss: 1.15827 | time elapsed: 2.82h | time left: 3.17h
batch  24000 | examples/s: 9.41 | loss: 1.05495 | time elapsed: 2.84h | time left: 3.16h
batch  24100 | examples/s: 9.41 | loss: 0.91812 | time elapsed: 2.85h | time left: 3.15h
batch  24200 | examples/s: 9.46 | loss: 1.27285 | time elapsed: 2.86h | time left: 3.14h
batch  24300 | examples/s: 9.43 | loss: 1.03667 | time elapsed: 2.87h | time left: 3.12h
batch  24400 | examples/s: 9.42 | loss: 1.76866 | time elapsed: 2.88h | time left: 3.11h
batch  24500 | examples/s: 9.42 | loss: 0.88902 | time elapsed: 2.89h | time left: 3.10h
batch  24600 | examples/s: 9.55 | loss: 0.86548 | time elapsed: 2.91h | time left: 3.09h
batch  24700 | examples/s: 9.05 | loss: 1.85693 | time elapsed: 2.92h | time left: 3.08h
batch  24800 | examples/s: 9.24 | loss: 1.07713 | time elapsed: 2.93h | time left: 3.07h
batch  24900 | examples/s: 9.45 | loss: 0.87103 | time elapsed: 2.94h | time left: 3.05h
batch  25000 | examples/s: 9.43 | loss: 0.79834 | time elapsed: 2.95h | time left: 3.04h
batch  25100 | examples/s: 9.63 | loss: 0.98580 | time elapsed: 2.97h | time left: 3.03h
batch  25200 | examples/s: 9.53 | loss: 0.86233 | time elapsed: 2.98h | time left: 3.02h
batch  25300 | examples/s: 9.59 | loss: 1.61338 | time elapsed: 2.99h | time left: 3.01h
batch  25400 | examples/s: 9.53 | loss: 1.06097 | time elapsed: 3.00h | time left: 3.00h
batch  25500 | examples/s: 9.67 | loss: 1.17533 | time elapsed: 3.01h | time left: 2.98h
batch  25600 | examples/s: 9.03 | loss: 0.80426 | time elapsed: 3.02h | time left: 2.97h
batch  25700 | examples/s: 9.38 | loss: 0.91369 | time elapsed: 3.04h | time left: 2.96h
